timestamp,camera,cars,motorbikes,buses,trucks,avg_speed_kmh
2026-02-05 20:04:00,depok_sp_jatijajar,90,57,0,9,1.0
2026-02-05 20:04:00,depok_sp_jatijajar,51,0,1,4,0.99
2026-02-05 20:05:00,depok_sp_jatijajar,26,4,0,3,0.99
2026-02-05 20:05:00,depok_sp_jatijajar,6,0,1,2,1.35
2026-02-05 20:06:00,depok_sp_jatijajar,48,9,1,5,1.08
2026-02-05 20:06:00,depok_sp_jatijajar,11,2,0,6,1.21
2026-02-05 20:07:00,depok_sp_jatijajar,19,4,0,2,0.89
2026-02-05 20:07:00,depok_sp_jatijajar,27,1,1,6,0.85
2026-02-05 20:08:00,depok_sp_jatijajar,7,2,1,2,0.94
2026-02-05 20:09:00,depok_sp_jatijajar,17,1,3,2,1.02
2026-02-05 20:08:00,depok_sp_jatijajar,27,0,2,1,0.94
2026-02-05 20:10:00,depok_sp_jatijajar,10,0,1,1,0.72
2026-02-05 20:11:00,depok_sp_jatijajar,29,3,3,5,0.91
2026-02-05 20:11:00,depok_sp_jatijajar,14,0,0,1,0.57
2026-02-05 20:12:00,depok_sp_jatijajar,33,7,0,5,0.99
2026-02-05 20:12:00,depok_sp_jatijajar,20,26,1,10,0.88
2026-02-05 20:13:00,depok_sp_jatijajar,17,5,8,11,0.83
2026-02-05 20:13:00,depok_sp_jatijajar,13,9,0,3,0.96
2026-02-05 20:14:00,depok_sp_jatijajar,9,2,2,6,0.95
2026-02-05 20:14:00,depok_sp_jatijajar,7,6,0,3,1.02
2026-02-05 20:15:00,depok_sp_jatijajar,3,4,0,3,0.0
2026-02-05 20:15:00,depok_sp_jatijajar,14,2,5,6,0.93
2026-02-05 20:16:00,depok_sp_jatijajar,8,2,0,2,1.02
2026-02-05 20:16:00,depok_sp_jatijajar,3,4,0,3,0.0
2026-02-05 20:17:00,depok_sp_jatijajar,71,19,0,6,1.11
2026-02-05 20:17:00,depok_sp_jatijajar,40,20,0,3,0.91
2026-02-05 20:18:00,depok_sp_jatijajar,111,25,0,4,1.03
2026-02-05 20:18:00,depok_sp_jatijajar,93,30,0,4,1.07
2026-02-05 20:19:00,depok_sp_jatijajar,65,35,0,7,1.06
2026-02-05 20:19:00,depok_sp_jatijajar,106,36,0,3,1.14
2026-02-05 20:20:00,depok_sp_jatijajar,75,25,10,5,1.02
2026-02-05 20:20:00,depok_sp_jatijajar,114,34,0,1,1.09
2026-02-05 20:21:00,depok_sp_jatijajar,100,20,0,2,1.04
2026-02-05 20:21:00,depok_sp_jatijajar,77,13,1,12,1.03
